Modelo;Pooling;AGG;LAYER;out_vec_size;MR;CR;SUBJ;MPQA;SST2;TREC;MRPC;Avg;Nhid;Epochs;qtd_layers;paper_name;paper_link;year
bert-base;CLS_LYR-7;CLS;LYR-7;torch.Size([768]);73,59;73,17;93,29;86,36;81,93;77,80;69,33;79,35;nan;nan;nan;nan;nan;nan
bert-base;AVG_LYR-7;AVG;LYR-7;torch.Size([768]);77,87;80,45;94,13;87,94;83,36;91,00;74,61;84,19;nan;nan;nan;nan;nan;nan
bert-base;SUM_LYR-7;SUM;LYR-7;torch.Size([768]);74,82;79,76;92,72;87,57;83,25;89,80;64,70;81,80;nan;nan;nan;nan;nan;nan
bert-base;MAX_LYR-7;MAX;LYR-7;torch.Size([768]);72,92;68,77;91,33;86,98;79,68;86,60;67,77;79,15;nan;nan;nan;nan;nan;nan
bert-base;AVG-NS_LYR-7;AVG-NS;LYR-7;torch.Size([768]);77,86;80,93;93,83;88,51;83,03;91,00;73,80;84,14;nan;nan;nan;nan;nan;nan
bert-base;SUM-NS_LYR-7;SUM-NS;LYR-7;torch.Size([768]);75,87;79,63;92,55;87,33;83,03;89,80;64,06;81,75;nan;nan;nan;nan;nan;nan
bert-base;MAX-NS_LYR-7;MAX-NS;LYR-7;torch.Size([768]);72,84;72,08;91,15;87,44;80,12;86,60;67,94;79,74;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG_LYR-7;CLS+AVG;LYR-7;torch.Size([1536]);78,61;79,39;94,45;88,78;83,91;91,20;74,84;84,45;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM_LYR-7;CLS+SUM;LYR-7;torch.Size([1536]);76,08;79,79;92,94;88,36;83,42;91,40;67,88;82,84;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX_LYR-7;CLS+MAX;LYR-7;torch.Size([1536]);76,39;77,17;93,16;87,95;83,25;92,40;69,74;82,87;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG-NS_LYR-7;CLS+AVG-NS;LYR-7;torch.Size([1536]);78,99;80,05;94,37;89,00;85,28;91,00;74,26;84,71;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM-NS_LYR-7;CLS+SUM-NS;LYR-7;torch.Size([1536]);75,03;79,68;93,01;88,44;82,65;91,00;68,75;82,65;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX-NS_LYR-7;CLS+MAX-NS;LYR-7;torch.Size([1536]);76,34;77,14;93,06;88,48;83,14;91,20;69,91;82,75;nan;nan;nan;nan;nan;nan
bert-base;DY3_LYR-7;DY3;LYR-7;torch.Size([2304]);79,15;81,16;94,58;89,03;80,72;91,80;68,29;83,53;nan;nan;nan;nan;nan;nan
bert-base;DY3-NS_LYR-7;DY3-NS;LYR-7;torch.Size([2304]);78,68;80,87;94,50;88,57;80,94;92,00;67,54;83,30;nan;nan;nan;nan;nan;nan
bert-base;DY5_LYR-7;DY5;LYR-7;torch.Size([3840]);78,20;81,85;94,87;88,53;79,46;91,80;69,16;83,41;nan;nan;nan;nan;nan;nan
bert-base;DY5-NS_LYR-7;DY5-NS;LYR-7;torch.Size([3840]);78,37;81,09;94,52;68,77;50,08;93,60;64,35;75,83;nan;nan;nan;nan;nan;nan
bert-base;CLS_LYR-8;CLS;LYR-8;torch.Size([768]);76,14;73,69;93,13;86,97;83,36;78,00;69,51;80,11;nan;nan;nan;nan;nan;nan
bert-base;AVG_LYR-8;AVG;LYR-8;torch.Size([768]);79,95;82,65;94,17;88,43;84,95;92,00;74,14;85,18;nan;nan;nan;nan;nan;nan
bert-base;SUM_LYR-8;SUM;LYR-8;torch.Size([768]);77,15;81,54;93,51;87,82;83,42;89,80;61,10;82,05;nan;nan;nan;nan;nan;nan
bert-base;MAX_LYR-8;MAX;LYR-8;torch.Size([768]);74,49;73,40;91,67;87,24;80,83;87,40;70,96;80,86;nan;nan;nan;nan;nan;nan
bert-base;AVG-NS_LYR-8;AVG-NS;LYR-8;torch.Size([768]);79,74;82,65;94,16;88,79;84,73;91,80;74,26;85,16;nan;nan;nan;nan;nan;nan
bert-base;SUM-NS_LYR-8;SUM-NS;LYR-8;torch.Size([768]);76,80;81,56;93,44;87,55;83,20;90,00;64,00;82,36;nan;nan;nan;nan;nan;nan
bert-base;MAX-NS_LYR-8;MAX-NS;LYR-8;torch.Size([768]);74,97;76,05;91,73;87,15;81,60;89,60;69,51;81,52;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG_LYR-8;CLS+AVG;LYR-8;torch.Size([1536]);80,08;81,91;94,25;88,95;85,50;91,20;75,36;85,32;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM_LYR-8;CLS+SUM;LYR-8;torch.Size([1536]);76,75;82,28;93,57;88,05;84,95;91,80;61,62;82,72;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX_LYR-8;CLS+MAX;LYR-8;torch.Size([1536]);78,09;78,22;93,52;87,95;85,72;92,20;71,01;83,82;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG-NS_LYR-8;CLS+AVG-NS;LYR-8;torch.Size([1536]);80,39;82,59;94,34;89,22;86,33;91,40;74,78;85,58;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM-NS_LYR-8;CLS+SUM-NS;LYR-8;torch.Size([1536]);77,15;82,33;93,60;88,21;84,35;91,40;61,57;82,66;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX-NS_LYR-8;CLS+MAX-NS;LYR-8;torch.Size([1536]);77,99;78,75;93,62;88,47;85,61;92,00;70,90;83,91;nan;nan;nan;nan;nan;nan
bert-base;DY3_LYR-8;DY3;LYR-8;torch.Size([2304]);80,38;83,58;94,54;89,39;81,11;92,20;68,99;84,31;nan;nan;nan;nan;nan;nan
bert-base;DY3-NS_LYR-8;DY3-NS;LYR-8;torch.Size([2304]);79,78;83,97;94,63;89,02;82,10;91,80;67,71;84,14;nan;nan;nan;nan;nan;nan
bert-base;DY5_LYR-8;DY5;LYR-8;torch.Size([3840]);80,55;83,23;94,68;88,85;81,44;93,80;68,75;84,47;nan;nan;nan;nan;nan;nan
bert-base;DY5-NS_LYR-8;DY5-NS;LYR-8;torch.Size([3840]);79,76;84,40;94,78;68,77;50,08;94,40;66,49;76,95;nan;nan;nan;nan;nan;nan
bert-base;CLS_LYR-9;CLS;LYR-9;torch.Size([768]);79,33;81,17;93,98;87,32;84,29;82,00;71,36;82,78;nan;nan;nan;nan;nan;nan
bert-base;AVG_LYR-9;AVG;LYR-9;torch.Size([768]);80,64;85,17;94,04;88,18;85,34;90,40;73,74;85,36;nan;nan;nan;nan;nan;nan
bert-base;SUM_LYR-9;SUM;LYR-9;torch.Size([768]);79,44;83,60;93,34;87,08;85,83;92,20;67,19;84,10;nan;nan;nan;nan;nan;nan
bert-base;MAX_LYR-9;MAX;LYR-9;torch.Size([768]);77,52;77,99;92,10;86,85;82,65;89,80;72,12;82,72;nan;nan;nan;nan;nan;nan
bert-base;AVG-NS_LYR-9;AVG-NS;LYR-9;torch.Size([768]);80,76;85,27;94,13;87,82;85,45;90,00;74,26;85,38;nan;nan;nan;nan;nan;nan
bert-base;SUM-NS_LYR-9;SUM-NS;LYR-9;torch.Size([768]);78,95;83,37;93,46;87,25;85,34;91,80;67,07;83,89;nan;nan;nan;nan;nan;nan
bert-base;MAX-NS_LYR-9;MAX-NS;LYR-9;torch.Size([768]);77,53;78,30;92,39;86,69;82,70;90,40;70,78;82,68;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG_LYR-9;CLS+AVG;LYR-9;torch.Size([1536]);81,46;85,38;94,70;88,69;86,93;92,00;74,96;86,30;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM_LYR-9;CLS+SUM;LYR-9;torch.Size([1536]);78,00;83,39;93,45;88,24;85,50;91,60;70,61;84,40;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX_LYR-9;CLS+MAX;LYR-9;torch.Size([1536]);80,65;81,91;93,91;88,55;86,00;93,00;72,70;85,25;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG-NS_LYR-9;CLS+AVG-NS;LYR-9;torch.Size([1536]);81,21;84,29;94,85;88,94;87,37;91,40;74,90;86,14;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM-NS_LYR-9;CLS+SUM-NS;LYR-9;torch.Size([1536]);79,16;84,35;93,94;88,10;85,72;91,20;65,04;83,93;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX-NS_LYR-9;CLS+MAX-NS;LYR-9;torch.Size([1536]);80,78;82,91;94,38;88,92;86,99;93,20;72,58;85,68;nan;nan;nan;nan;nan;nan
bert-base;DY3_LYR-9;DY3;LYR-9;torch.Size([2304]);80,90;85,93;94,95;89,19;83,36;92,40;70,43;85,31;nan;nan;nan;nan;nan;nan
bert-base;DY3-NS_LYR-9;DY3-NS;LYR-9;torch.Size([2304]);81,24;85,61;94,85;88,84;83,25;91,60;70,26;85,09;nan;nan;nan;nan;nan;nan
bert-base;DY5_LYR-9;DY5;LYR-9;torch.Size([3840]);81,79;86,25;95,10;88,56;83,14;93,80;68,75;85,34;nan;nan;nan;nan;nan;nan
bert-base;DY5-NS_LYR-9;DY5-NS;LYR-9;torch.Size([3840]);81,62;86,60;95,02;68,77;50,08;93,60;65,68;77,34;nan;nan;nan;nan;nan;nan
bert-base;CLS_LYR-10;CLS;LYR-10;torch.Size([768]);81,21;82,83;94,10;87,08;86,44;83,80;70,32;83,68;nan;nan;nan;nan;nan;nan
bert-base;AVG_LYR-10;AVG;LYR-10;torch.Size([768]);80,76;85,27;94,20;88,05;85,94;88,80;74,14;85,31;nan;nan;nan;nan;nan;nan
bert-base;SUM_LYR-10;SUM;LYR-10;torch.Size([768]);78,22;83,97;93,56;87,51;85,61;90,20;68,29;83,91;nan;nan;nan;nan;nan;nan
bert-base;MAX_LYR-10;MAX;LYR-10;torch.Size([768]);78,96;78,97;93,17;87,26;84,62;89,00;71,65;83,38;nan;nan;nan;nan;nan;nan
bert-base;AVG-NS_LYR-10;AVG-NS;LYR-10;torch.Size([768]);80,84;85,06;94,09;87,87;85,72;89,00;73,45;85,15;nan;nan;nan;nan;nan;nan
bert-base;SUM-NS_LYR-10;SUM-NS;LYR-10;torch.Size([768]);76,95;83,39;93,68;86,58;84,62;90,80;66,96;83,28;nan;nan;nan;nan;nan;nan
bert-base;MAX-NS_LYR-10;MAX-NS;LYR-10;torch.Size([768]);78,51;79,31;92,89;86,82;84,29;89,40;70,61;83,12;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG_LYR-10;CLS+AVG;LYR-10;torch.Size([1536]);82,29;85,64;94,85;88,67;87,31;90,80;75,13;86,38;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM_LYR-10;CLS+SUM;LYR-10;torch.Size([1536]);77,92;83,71;93,78;88,27;86,77;89,40;68,23;84,01;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX_LYR-10;CLS+MAX;LYR-10;torch.Size([1536]);81,63;85,17;94,40;88,22;86,82;90,40;70,96;85,37;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG-NS_LYR-10;CLS+AVG-NS;LYR-10;torch.Size([1536]);82,22;84,85;94,88;89,04;87,26;91,00;75,25;86,36;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM-NS_LYR-10;CLS+SUM-NS;LYR-10;torch.Size([1536]);78,51;83,42;93,84;88,45;86,16;89,60;68,64;84,09;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX-NS_LYR-10;CLS+MAX-NS;LYR-10;torch.Size([1536]);81,71;83,74;94,61;88,29;87,10;90,60;72,06;85,44;nan;nan;nan;nan;nan;nan
bert-base;DY3_LYR-10;DY3;LYR-10;torch.Size([2304]);81,47;86,57;94,64;88,89;84,18;91,20;72,06;85,57;nan;nan;nan;nan;nan;nan
bert-base;DY3-NS_LYR-10;DY3-NS;LYR-10;torch.Size([2304]);81,27;86,78;95,03;88,68;83,96;91,20;70,03;85,28;nan;nan;nan;nan;nan;nan
bert-base;DY5_LYR-10;DY5;LYR-10;torch.Size([3840]);81,57;86,81;94,94;88,70;84,24;92,40;65,62;84,90;nan;nan;nan;nan;nan;nan
bert-base;DY5-NS_LYR-10;DY5-NS;LYR-10;torch.Size([3840]);81,77;86,12;95,11;68,77;50,08;93,40;69,28;77,79;nan;nan;nan;nan;nan;nan
bert-base;CLS_LYR-11;CLS;LYR-11;torch.Size([768]);81,67;84,03;94,55;87,67;87,10;86,00;70,55;84,51;nan;nan;nan;nan;nan;nan
bert-base;AVG_LYR-11;AVG;LYR-11;torch.Size([768]);80,33;84,93;94,33;88,00;85,06;87,80;73,97;84,92;nan;nan;nan;nan;nan;nan
bert-base;SUM_LYR-11;SUM;LYR-11;torch.Size([768]);78,06;83,68;93,60;87,11;85,34;90,40;64,46;83,24;nan;nan;nan;nan;nan;nan
bert-base;MAX_LYR-11;MAX;LYR-11;torch.Size([768]);77,78;79,79;93,33;87,37;83,96;85,60;72,29;82,87;nan;nan;nan;nan;nan;nan
bert-base;AVG-NS_LYR-11;AVG-NS;LYR-11;torch.Size([768]);80,33;84,69;94,46;87,61;84,84;88,60;73,62;84,88;nan;nan;nan;nan;nan;nan
bert-base;SUM-NS_LYR-11;SUM-NS;LYR-11;torch.Size([768]);77,40;83,84;93,52;86,68;84,84;90,00;63,71;82,86;nan;nan;nan;nan;nan;nan
bert-base;MAX-NS_LYR-11;MAX-NS;LYR-11;torch.Size([768]);78,05;80,05;93,43;86,42;83,96;87,80;71,88;83,08;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG_LYR-11;CLS+AVG;LYR-11;torch.Size([1536]);82,28;85,03;94,90;88,55;87,48;89,80;73,04;85,87;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM_LYR-11;CLS+SUM;LYR-11;torch.Size([1536]);79,05;82,62;93,68;87,49;85,72;92,00;62,61;83,31;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX_LYR-11;CLS+MAX;LYR-11;torch.Size([1536]);81,70;83,29;94,78;87,87;86,71;90,20;75,01;85,65;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG-NS_LYR-11;CLS+AVG-NS;LYR-11;torch.Size([1536]);82,10;84,98;95,12;88,40;87,42;90,00;73,04;85,87;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM-NS_LYR-11;CLS+SUM-NS;LYR-11;torch.Size([1536]);78,77;82,49;93,71;87,64;86,00;92,20;60,06;82,98;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX-NS_LYR-11;CLS+MAX-NS;LYR-11;torch.Size([1536]);81,61;83,42;94,89;87,94;86,77;90,20;75,01;85,69;nan;nan;nan;nan;nan;nan
bert-base;DY3_LYR-11;DY3;LYR-11;torch.Size([2304]);80,93;85,53;95,04;88,55;83,64;92,00;71,54;85,32;nan;nan;nan;nan;nan;nan
bert-base;DY3-NS_LYR-11;DY3-NS;LYR-11;torch.Size([2304]);81,11;85,99;95,06;88,61;83,75;91,40;70,84;85,25;nan;nan;nan;nan;nan;nan
bert-base;DY5_LYR-11;DY5;LYR-11;torch.Size([3840]);81,31;86,41;95,10;88,81;83,80;93,00;69,68;85,44;nan;nan;nan;nan;nan;nan
bert-base;DY5-NS_LYR-11;DY5-NS;LYR-11;torch.Size([3840]);81,13;86,46;95,27;68,77;50,08;94,40;69,57;77,95;nan;nan;nan;nan;nan;nan
bert-base;CLS_LYR-12;CLS;LYR-12;torch.Size([768]);81,32;84,13;94,56;86,71;86,16;81,60;71,83;83,76;nan;nan;nan;nan;nan;nan
bert-base;AVG_LYR-12;AVG;LYR-12;torch.Size([768]);80,26;83,50;94,43;87,10;84,79;85,20;73,91;84,17;nan;nan;nan;nan;nan;nan
bert-base;SUM_LYR-12;SUM;LYR-12;torch.Size([768]);78,59;82,57;93,66;87,08;85,12;89,80;64,93;83,11;nan;nan;nan;nan;nan;nan
bert-base;MAX_LYR-12;MAX;LYR-12;torch.Size([768]);77,48;74,02;92,59;85,59;83,36;81,20;71,42;80,81;nan;nan;nan;nan;nan;nan
bert-base;AVG-NS_LYR-12;AVG-NS;LYR-12;torch.Size([768]);80,52;83,71;94,26;86,97;84,79;83,60;73,80;83,95;nan;nan;nan;nan;nan;nan
bert-base;SUM-NS_LYR-12;SUM-NS;LYR-12;torch.Size([768]);78,04;82,97;93,55;86,54;85,45;89,80;67,13;83,35;nan;nan;nan;nan;nan;nan
bert-base;MAX-NS_LYR-12;MAX-NS;LYR-12;torch.Size([768]);77,58;76,58;92,82;85,81;82,10;81,40;71,77;81,15;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG_LYR-12;CLS+AVG;LYR-12;torch.Size([1536]);81,69;85,38;95,15;88,15;86,77;88,80;73,68;85,66;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM_LYR-12;CLS+SUM;LYR-12;torch.Size([1536]);79,44;84,27;93,90;87,37;86,66;91,20;69,28;84,59;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX_LYR-12;CLS+MAX;LYR-12;torch.Size([1536]);81,87;84,29;94,79;87,04;86,99;87,60;72,93;85,07;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG-NS_LYR-12;CLS+AVG-NS;LYR-12;torch.Size([1536]);81,73;84,50;95,16;87,98;86,71;89,40;74,09;85,65;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM-NS_LYR-12;CLS+SUM-NS;LYR-12;torch.Size([1536]);79,51;83,87;93,83;87,46;86,71;89,80;69,45;84,38;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX-NS_LYR-12;CLS+MAX-NS;LYR-12;torch.Size([1536]);81,70;83,58;94,48;87,46;86,66;87,20;72,81;84,84;nan;nan;nan;nan;nan;nan
bert-base;DY3_LYR-12;DY3;LYR-12;torch.Size([2304]);80,76;84,82;94,88;87,98;83,96;89,00;70,38;84,54;nan;nan;nan;nan;nan;nan
bert-base;DY3-NS_LYR-12;DY3-NS;LYR-12;torch.Size([2304]);80,64;84,66;94,92;88,18;83,96;90,20;70,20;84,68;nan;nan;nan;nan;nan;nan
bert-base;DY5_LYR-12;DY5;LYR-12;torch.Size([3840]);80,95;85,56;95,01;88,30;82,15;90,80;67,59;84,34;nan;nan;nan;nan;nan;nan
bert-base;DY5-NS_LYR-12;DY5-NS;LYR-12;torch.Size([3840]);80,70;84,74;94,91;68,77;50,08;92,20;67,48;76,98;nan;nan;nan;nan;nan;nan
bert-base;CLS_SUML4L;CLS;SUML4L;torch.Size([768]);81,89;84,43;95,09;87,61;87,26;88,40;62,38;83,87;nan;nan;nan;nan;nan;nan
bert-base;AVG_SUML4L;AVG;SUML4L;torch.Size([768]);81,34;86,78;94,42;88,33;86,27;91,00;70,38;85,50;nan;nan;nan;nan;nan;nan
bert-base;SUM_SUML4L;SUM;SUML4L;torch.Size([768]);76,11;82,68;93,45;86,33;85,67;88,60;65,22;82,58;nan;nan;nan;nan;nan;nan
bert-base;MAX_SUML4L;MAX;SUML4L;torch.Size([768]);76,59;78,09;92,19;86,50;83,80;85,40;67,19;81,39;nan;nan;nan;nan;nan;nan
bert-base;AVG-NS_SUML4L;AVG-NS;SUML4L;torch.Size([768]);81,10;85,61;94,46;88,09;86,49;91,60;68,75;85,16;nan;nan;nan;nan;nan;nan
bert-base;SUM-NS_SUML4L;SUM-NS;SUML4L;torch.Size([768]);76,04;83,15;93,08;85,86;85,72;88,20;65,57;82,52;nan;nan;nan;nan;nan;nan
bert-base;MAX-NS_SUML4L;MAX-NS;SUML4L;torch.Size([768]);77,38;76,08;92,76;86,81;83,75;91,40;67,54;82,25;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG_SUML4L;CLS+AVG;SUML4L;torch.Size([1536]);82,40;85,99;95,20;88,59;87,92;92,20;71,65;86,28;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM_SUML4L;CLS+SUM;SUML4L;torch.Size([1536]);76,61;83,84;93,31;86,66;85,06;86,80;67,77;82,86;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX_SUML4L;CLS+MAX;SUML4L;torch.Size([1536]);80,53;83,81;94,55;87,76;86,71;92,40;67,07;84,69;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG-NS_SUML4L;CLS+AVG-NS;SUML4L;torch.Size([1536]);82,41;85,77;95,13;88,73;87,70;90,40;72,17;86,04;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM-NS_SUML4L;CLS+SUM-NS;SUML4L;torch.Size([1536]);76,95;83,36;93,09;87,07;85,34;87,80;65,91;82,79;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX-NS_SUML4L;CLS+MAX-NS;SUML4L;torch.Size([1536]);80,54;83,73;94,80;88,19;87,59;92,00;66,49;84,76;nan;nan;nan;nan;nan;nan
bert-base;DY3_SUML4L;DY3;SUML4L;torch.Size([2304]);81,98;85,46;95,24;88,63;84,13;92,40;70,38;85,46;nan;nan;nan;nan;nan;nan
bert-base;DY3-NS_SUML4L;DY3-NS;SUML4L;torch.Size([2304]);81,14;86,46;95,02;88,32;83,80;92,80;70,38;85,42;nan;nan;nan;nan;nan;nan
bert-base;DY5_SUML4L;DY5;SUML4L;torch.Size([3840]);81,39;86,07;94,35;88,25;83,86;92,00;68,12;84,86;nan;nan;nan;nan;nan;nan
bert-base;DY5-NS_SUML4L;DY5-NS;SUML4L;torch.Size([3840]);80,36;86,20;94,94;68,77;50,08;92,40;64,41;76,74;nan;nan;nan;nan;nan;nan
bert-base;CLS_AVGL4L;CLS;AVGL4L;torch.Size([768]);81,23;84,61;94,79;87,60;86,05;81,60;70,32;83,74;nan;nan;nan;nan;nan;nan
bert-base;AVG_AVGL4L;AVG;AVGL4L;torch.Size([768]);81,21;85,06;94,44;87,88;85,78;90,00;73,97;85,48;nan;nan;nan;nan;nan;nan
bert-base;SUM_AVGL4L;SUM;AVGL4L;torch.Size([768]);78,06;84,21;93,85;87,55;86,38;90,60;67,54;84,03;nan;nan;nan;nan;nan;nan
bert-base;MAX_AVGL4L;MAX;AVGL4L;torch.Size([768]);77,83;78,44;93,36;87,01;83,96;85,40;72,06;82,58;nan;nan;nan;nan;nan;nan
bert-base;AVG-NS_AVGL4L;AVG-NS;AVGL4L;torch.Size([768]);80,90;84,69;94,32;87,75;85,72;89,20;74,43;85,29;nan;nan;nan;nan;nan;nan
bert-base;SUM-NS_AVGL4L;SUM-NS;AVGL4L;torch.Size([768]);78,30;84,21;93,95;86,76;86,16;90,60;67,07;83,86;nan;nan;nan;nan;nan;nan
bert-base;MAX-NS_AVGL4L;MAX-NS;AVGL4L;torch.Size([768]);78,33;80,24;93,21;86,71;84,07;88,60;71,83;83,28;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG_AVGL4L;CLS+AVG;AVGL4L;torch.Size([1536]);82,24;84,98;95,26;88,43;87,86;89,00;75,07;86,12;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM_AVGL4L;CLS+SUM;AVGL4L;torch.Size([1536]);79,24;84,77;94,23;88,34;86,00;91,00;66,03;84,23;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX_AVGL4L;CLS+MAX;AVGL4L;torch.Size([1536]);82,05;83,71;94,90;88,39;87,42;90,60;73,28;85,76;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG-NS_AVGL4L;CLS+AVG-NS;AVGL4L;torch.Size([1536]);82,02;85,67;95,08;88,99;87,37;90,20;74,96;86,33;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM-NS_AVGL4L;CLS+SUM-NS;AVGL4L;torch.Size([1536]);78,94;84,27;93,94;88,33;86,38;91,40;71,54;84,97;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX-NS_AVGL4L;CLS+MAX-NS;AVGL4L;torch.Size([1536]);81,79;84,53;94,92;88,50;87,37;90,80;72,81;85,82;nan;nan;nan;nan;nan;nan
bert-base;DY3_AVGL4L;DY3;AVGL4L;torch.Size([2304]);81,53;85,22;94,97;88,58;83,42;91,00;70,96;85,10;nan;nan;nan;nan;nan;nan
bert-base;DY3-NS_AVGL4L;DY3-NS;AVGL4L;torch.Size([2304]);81,44;86,31;95,02;88,95;84,90;92,40;69,33;85,48;nan;nan;nan;nan;nan;nan
bert-base;DY5_AVGL4L;DY5;AVGL4L;torch.Size([3840]);81,65;86,94;95,15;88,87;83,69;92,80;70,55;85,66;nan;nan;nan;nan;nan;nan
bert-base;DY5-NS_AVGL4L;DY5-NS;AVGL4L;torch.Size([3840]);81,69;86,41;95,10;68,77;50,08;93,40;67,65;77,59;nan;nan;nan;nan;nan;nan
bert-base;CLS_SUMALL;CLS;SUMALL;torch.Size([768]);79,86;82,86;94,78;86,61;86,49;88,80;66,49;83,70;nan;nan;nan;nan;nan;nan
bert-base;AVG_SUMALL;AVG;SUMALL;torch.Size([768]);80,03;83,34;94,85;88,33;85,94;91,60;66,09;84,31;nan;nan;nan;nan;nan;nan
bert-base;SUM_SUMALL;SUM;SUMALL;torch.Size([768]);74,31;79,81;92,37;85,78;85,67;86,20;66,32;81,49;nan;nan;nan;nan;nan;nan
bert-base;MAX_SUMALL;MAX;SUMALL;torch.Size([768]);71,92;63,47;89,68;86,84;82,32;85,40;65,68;77,90;nan;nan;nan;nan;nan;nan
bert-base;AVG-NS_SUMALL;AVG-NS;SUMALL;torch.Size([768]);79,36;83,63;94,76;88,24;85,45;90,60;64,35;83,77;nan;nan;nan;nan;nan;nan
bert-base;SUM-NS_SUMALL;SUM-NS;SUMALL;torch.Size([768]);74,21;80,32;92,85;85,25;83,80;86,20;65,97;81,23;nan;nan;nan;nan;nan;nan
bert-base;MAX-NS_SUMALL;MAX-NS;SUMALL;torch.Size([768]);70,65;64,93;89,86;86,52;81,60;85,20;65,68;77,78;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG_SUMALL;CLS+AVG;SUMALL;torch.Size([1536]);80,81;84,11;94,95;88,26;86,99;93,80;66,49;85,06;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM_SUMALL;CLS+SUM;SUMALL;torch.Size([1536]);74,10;81,67;92,73;85,66;85,78;87,60;64,17;81,67;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX_SUMALL;CLS+MAX;SUMALL;torch.Size([1536]);76,34;74,09;93,03;86,76;86,00;90,00;66,61;81,83;nan;nan;nan;nan;nan;nan
bert-base;CLS+AVG-NS_SUMALL;CLS+AVG-NS;SUMALL;torch.Size([1536]);80,50;83,63;94,94;88,58;87,20;92,60;68,64;85,16;nan;nan;nan;nan;nan;nan
bert-base;CLS+SUM-NS_SUMALL;CLS+SUM-NS;SUMALL;torch.Size([1536]);73,70;81,40;92,45;85,81;84,73;87,60;67,13;81,83;nan;nan;nan;nan;nan;nan
bert-base;CLS+MAX-NS_SUMALL;CLS+MAX-NS;SUMALL;torch.Size([1536]);76,99;73,96;92,83;86,86;86,05;90,80;66,20;81,96;nan;nan;nan;nan;nan;nan
bert-base;DY3_SUMALL;DY3;SUMALL;torch.Size([2304]);79,83;82,49;94,40;88,49;81,88;90,40;65,91;83,34;nan;nan;nan;nan;nan;nan
bert-base;DY3-NS_SUMALL;DY3-NS;SUMALL;torch.Size([2304]);79,08;82,78;94,22;87,68;82,04;90,40;61,22;82,49;nan;nan;nan;nan;nan;nan
bert-base;DY5_SUMALL;DY5;SUMALL;torch.Size([3840]);79,28;82,51;94,43;87,27;82,98;91,60;67,83;83,70;nan;nan;nan;nan;nan;nan
bert-base;DY5-NS_SUMALL;DY5-NS;SUMALL;torch.Size([3840]);78,05;82,81;94,21;68,77;50,08;91,20;63,77;75,56;nan;nan;nan;nan;nan;nan
